index,date,wp1,train,u,v,ws,wd
5193,2010-02-02 09:00:00,0.0,1.0,1.91,-0.1,1.91,93.14
5194,2010-02-02 10:00:00,0.0,1.0,1.23,0.6,1.37,64.06
5195,2010-02-02 11:00:00,0.0,1.0,0.66,1.22,1.38,28.5
5196,2010-02-02 12:00:00,0.0,1.0,-0.16,1.24,1.25,352.43
5197,2010-02-02 13:00:00,0.0,1.0,-0.37,1.25,1.3,343.69
5198,2010-02-02 14:00:00,0.025,1.0,-0.38,1.55,1.6,346.23
5199,2010-02-02 15:00:00,0.076,1.0,-0.27,2.02,2.04,352.48
5200,2010-02-02 16:00:00,0.025,1.0,-0.09,2.51,2.51,358.01
5201,2010-02-02 17:00:00,0.0,1.0,0.09,2.85,2.85,1.89
5202,2010-02-02 18:00:00,0.0,1.0,0.22,2.92,2.93,4.29
5203,2010-02-02 19:00:00,0.0,1.0,0.26,2.73,2.74,5.38
5204,2010-02-02 20:00:00,0.0,1.0,0.18,2.31,2.32,4.55
5205,2010-02-02 21:00:00,0.0,1.0,-0.01,1.72,1.72,359.59
5206,2010-02-02 22:00:00,0.0,1.0,-0.29,1.12,1.16,345.54
5207,2010-02-02 23:00:00,0.0,1.0,-0.59,0.73,0.94,320.81
5208,2010-02-03 00:00:00,0.0,1.0,-3.03,0.86,3.15,285.89
5209,2010-02-03 01:00:00,0.0,1.0,-3.02,1.08,3.21,289.69
5210,2010-02-03 02:00:00,0.0,1.0,-2.58,1.47,2.97,299.72
5211,2010-02-03 03:00:00,0.0,1.0,-1.82,1.9,2.63,316.25
5212,2010-02-03 04:00:00,0.0,1.0,-0.86,2.18,2.34,338.41
5213,2010-02-03 05:00:00,0.0,1.0,0.17,2.1,2.11,4.56
5214,2010-02-03 06:00:00,0.0,1.0,1.16,1.54,1.92,36.99
5215,2010-02-03 07:00:00,0.0,1.0,2.06,0.58,2.14,74.26
5216,2010-02-03 08:00:00,0.0,1.0,2.85,-0.6,2.92,101.86
5217,2010-02-03 09:00:00,0.0,1.0,3.51,-1.83,3.95,117.5
5218,2010-02-03 10:00:00,0.0,1.0,4.0,-2.85,4.91,125.44
5219,2010-02-03 11:00:00,0.0,1.0,4.32,-3.4,5.49,128.2
5220,2010-02-03 12:00:00,0.025,1.0,4.09,-3.68,5.5,131.96
5221,2010-02-03 13:00:00,0.076,1.0,4.15,-3.68,5.55,131.6
5222,2010-02-03 14:00:00,0.177,1.0,4.9,-3.66,6.12,126.75
5223,2010-02-03 15:00:00,0.20199999999999999,1.0,6.02,-3.67,7.05,121.34
5224,2010-02-03 16:00:00,0.152,1.0,7.03,-3.79,7.98,118.31
5225,2010-02-03 17:00:00,0.177,1.0,7.42,-4.12,8.48,119.06
5226,2010-02-03 18:00:00,0.20199999999999999,1.0,6.85,-4.72,8.32,124.58
5227,2010-02-03 19:00:00,0.505,1.0,5.69,-5.45,7.88,133.75
5228,2010-02-03 20:00:00,0.657,1.0,4.49,-6.12,7.6,143.74
5229,2010-02-03 21:00:00,0.631,1.0,3.69,-6.59,7.55,150.77
5230,2010-02-03 22:00:00,0.53,1.0,3.3,-6.8,7.56,154.11
5231,2010-02-03 23:00:00,0.53,1.0,3.24,-6.74,7.48,154.28
5232,2010-02-04 00:00:00,0.556,1.0,3.73,-6.5,7.49,150.11
5233,2010-02-04 01:00:00,0.379,1.0,3.92,-6.11,7.26,147.31
5234,2010-02-04 02:00:00,0.253,1.0,4.02,-5.5,6.81,143.83
5235,2010-02-04 03:00:00,0.22699999999999998,1.0,4.01,-4.76,6.23,139.88
5236,2010-02-04 04:00:00,0.20199999999999999,1.0,3.88,-4.12,5.66,136.77
5237,2010-02-04 05:00:00,0.152,1.0,3.58,-3.82,5.24,136.9
5238,2010-02-04 06:00:00,0.10099999999999999,1.0,3.1,-3.97,5.04,141.97
5239,2010-02-04 07:00:00,0.10099999999999999,1.0,2.56,-4.18,4.9,148.49
5240,2010-02-04 08:00:00,0.051,1.0,2.08,-3.94,4.45,152.19
5241,2010-02-04 09:00:00,0.025,1.0,1.77,-2.9,3.4,148.63
5242,2010-02-04 10:00:00,0.025,1.0,1.7,-1.38,2.19,129.16
5243,2010-02-04 11:00:00,0.0,1.0,1.91,0.14,1.92,85.82
5244,2010-02-04 12:00:00,0.0,1.0,3.68,0.17,3.68,87.29
5245,2010-02-04 13:00:00,0.0,1.0,3.86,0.46,3.89,83.15
5246,2010-02-04 14:00:00,0.025,1.0,4.1,0.8,4.18,78.99
5247,2010-02-04 15:00:00,0.051,1.0,4.34,1.16,4.49,75.09
5248,2010-02-04 16:00:00,0.025,1.0,4.44,1.5,4.68,71.38
5249,2010-02-04 17:00:00,0.126,1.0,4.25,1.77,4.6,67.37
5250,2010-02-04 18:00:00,0.076,1.0,3.7,1.96,4.19,62.06
5251,2010-02-04 19:00:00,0.076,1.0,2.97,2.12,3.65,54.45
5252,2010-02-04 20:00:00,0.126,1.0,2.33,2.34,3.3,44.89
5253,2010-02-04 21:00:00,0.076,1.0,1.97,2.63,3.29,36.93
5254,2010-02-04 22:00:00,0.025,1.0,1.89,2.75,3.34,34.4
5255,2010-02-04 23:00:00,0.0,1.0,2.0,2.43,3.15,39.39
5256,2010-02-05 00:00:00,0.025,1.0,3.53,1.15,3.71,71.91
5257,2010-02-05 01:00:00,0.076,1.0,3.98,0.53,4.02,82.36
5258,2010-02-05 02:00:00,0.10099999999999999,1.0,4.08,0.12,4.08,88.28
5259,2010-02-05 03:00:00,0.10099999999999999,1.0,3.86,-0.13,3.87,91.96
5260,2010-02-05 04:00:00,0.10099999999999999,1.0,3.37,-0.3,3.38,95.04
5261,2010-02-05 05:00:00,0.025,1.0,2.61,-0.44,2.64,99.67
5262,2010-02-05 06:00:00,0.0,1.0,1.63,-0.62,1.74,110.97
5263,2010-02-05 07:00:00,0.0,1.0,0.57,-0.79,0.97,144.24
5264,2010-02-05 08:00:00,0.0,1.0,-0.4,-0.87,0.96,204.87
5265,2010-02-05 09:00:00,0.0,1.0,-1.16,-0.83,1.43,234.59
5266,2010-02-05 10:00:00,0.0,1.0,-1.75,-0.71,1.89,247.81
5267,2010-02-05 11:00:00,0.0,1.0,-2.25,-0.61,2.33,254.72
5268,2010-02-05 12:00:00,0.0,1.0,-3.68,-2.21,4.29,239.01
5269,2010-02-05 13:00:00,0.0,1.0,-4.19,-2.14,4.71,242.91
5270,2010-02-05 14:00:00,0.0,1.0,-4.3,-2.11,4.79,243.82
5271,2010-02-05 15:00:00,0.0,1.0,-4.15,-2.14,4.67,242.66
5272,2010-02-05 16:00:00,0.051,1.0,-3.9,-2.27,4.52,239.76
5273,2010-02-05 17:00:00,0.10099999999999999,1.0,-3.74,-2.55,4.52,235.73
5274,2010-02-05 18:00:00,0.076,1.0,-3.79,-2.98,4.83,231.82
5275,2010-02-05 19:00:00,0.10099999999999999,1.0,-4.06,-3.53,5.38,229.01
5276,2010-02-05 20:00:00,0.20199999999999999,1.0,-4.48,-4.1,6.07,227.57
5277,2010-02-05 21:00:00,0.32799999999999996,1.0,-5.01,-4.62,6.81,227.3
5278,2010-02-05 22:00:00,0.429,1.0,-5.54,-5.02,7.48,227.82
5279,2010-02-05 23:00:00,0.40399999999999997,1.0,-6.0,-5.25,7.97,228.83
5280,2010-02-06 00:00:00,0.48,1.0,-6.77,-5.32,8.61,231.83
5281,2010-02-06 01:00:00,0.631,1.0,-6.99,-5.24,8.74,233.12
5282,2010-02-06 02:00:00,0.758,1.0,-7.2,-5.16,8.85,234.36
5283,2010-02-06 03:00:00,0.657,1.0,-7.37,-5.1,8.96,235.32
5284,2010-02-06 04:00:00,0.631,1.0,-7.48,-5.13,9.07,235.57
5285,2010-02-06 05:00:00,0.657,1.0,-7.5,-5.32,9.2,234.65
5286,2010-02-06 06:00:00,0.8590000000000001,1.0,-7.4,-5.7,9.34,232.4
5287,2010-02-06 07:00:00,0.682,1.0,-7.23,-6.14,9.48,229.63
5288,2010-02-06 08:00:00,0.833,1.0,-7.02,-6.47,9.55,227.31
5289,2010-02-06 09:00:00,0.8079999999999999,1.0,-6.83,-6.57,9.48,226.08
5290,2010-02-06 10:00:00,0.682,1.0,-6.67,-6.51,9.32,225.69
5291,2010-02-06 11:00:00,0.7829999999999999,1.0,-6.56,-6.4,9.16,225.73
5292,2010-02-06 12:00:00,0.909,1.0,-6.18,-6.9,9.26,221.85
5293,2010-02-06 13:00:00,0.8079999999999999,1.0,-6.04,-6.77,9.08,221.74
5294,2010-02-06 14:00:00,0.758,1.0,-5.63,-6.78,8.81,219.71
5295,2010-02-06 15:00:00,0.7070000000000001,1.0,-5.04,-6.89,8.54,216.15
5296,2010-02-06 16:00:00,0.53,1.0,-4.35,-7.09,8.31,211.55
5297,2010-02-06 17:00:00,0.429,1.0,-3.67,-7.34,8.21,206.56
5298,2010-02-06 18:00:00,0.379,1.0,-3.09,-7.63,8.23,202.04
5299,2010-02-06 19:00:00,0.40399999999999997,1.0,-2.69,-7.86,8.3,198.88
5300,2010-02-06 20:00:00,0.455,1.0,-2.55,-7.93,8.33,197.81
5301,2010-02-06 21:00:00,0.631,1.0,-2.72,-7.8,8.26,199.22
5302,2010-02-06 22:00:00,0.7070000000000001,1.0,-3.09,-7.53,8.14,202.31
5303,2010-02-06 23:00:00,0.354,1.0,-3.51,-7.23,8.04,205.91
5304,2010-02-07 00:00:00,0.22699999999999998,1.0,-3.37,-7.27,8.01,204.88
5305,2010-02-07 01:00:00,0.253,1.0,-3.56,-7.21,8.04,206.23
5306,2010-02-07 02:00:00,0.354,1.0,-3.75,-6.93,7.88,208.4
5307,2010-02-07 03:00:00,0.379,1.0,-3.92,-6.5,7.59,211.09
5308,2010-02-07 04:00:00,0.32799999999999996,1.0,-4.01,-5.98,7.2,213.85
5309,2010-02-07 05:00:00,0.278,1.0,-3.98,-5.47,6.77,216.02
5310,2010-02-07 06:00:00,0.253,1.0,-3.79,-5.04,6.31,216.91
5311,2010-02-07 07:00:00,0.20199999999999999,1.0,-3.5,-4.76,5.91,216.34
5312,2010-02-07 08:00:00,0.20199999999999999,1.0,-3.21,-4.69,5.69,214.42
5313,2010-02-07 09:00:00,0.076,1.0,-2.99,-4.86,5.7,211.65
5314,2010-02-07 10:00:00,0.051,1.0,-2.83,-5.12,5.85,208.98
5315,2010-02-07 11:00:00,0.126,1.0,-2.71,-5.3,5.95,207.09
5316,2010-02-07 12:00:00,0.126,1.0,-1.92,-4.34,4.75,203.91
5317,2010-02-07 13:00:00,0.22699999999999998,1.0,-1.45,-4.67,4.89,197.26
5318,2010-02-07 14:00:00,0.20199999999999999,1.0,-1.04,-5.09,5.2,191.59
5319,2010-02-07 15:00:00,0.177,1.0,-0.68,-5.54,5.58,187.04
5320,2010-02-07 16:00:00,0.152,1.0,-0.32,-5.91,5.92,183.11
5321,2010-02-07 17:00:00,0.126,1.0,0.1,-6.08,6.08,179.07
5322,2010-02-07 18:00:00,0.051,1.0,0.6,-6.0,6.03,174.32
5323,2010-02-07 19:00:00,0.025,1.0,1.06,-5.82,5.91,169.69
5324,2010-02-07 20:00:00,0.0,1.0,1.33,-5.76,5.91,166.95
5325,2010-02-07 21:00:00,0.051,1.0,1.32,-5.97,6.12,167.52
5326,2010-02-07 22:00:00,0.025,1.0,1.1,-6.36,6.45,170.19
5327,2010-02-07 23:00:00,0.0,1.0,0.79,-6.74,6.79,173.33
5328,2010-02-08 00:00:00,0.0,1.0,1.33,-5.84,5.99,167.18
5329,2010-02-08 01:00:00,0.0,1.0,1.5,-6.12,6.3,166.21
5330,2010-02-08 02:00:00,0.025,1.0,1.51,-6.27,6.45,166.49
5331,2010-02-08 03:00:00,0.10099999999999999,1.0,1.4,-6.34,6.49,167.58
5332,2010-02-08 04:00:00,0.126,1.0,1.22,-6.35,6.47,169.12
5333,2010-02-08 05:00:00,0.126,1.0,1.04,-6.36,6.44,170.72
5334,2010-02-08 06:00:00,0.10099999999999999,1.0,0.89,-6.37,6.43,172.02
5335,2010-02-08 07:00:00,0.10099999999999999,1.0,0.81,-6.37,6.42,172.74
5336,2010-02-08 08:00:00,0.10099999999999999,1.0,0.81,-6.3,6.36,172.67
5337,2010-02-08 09:00:00,0.076,1.0,0.9,-6.15,6.22,171.7
5338,2010-02-08 10:00:00,0.10099999999999999,1.0,1.04,-6.0,6.09,170.13
5339,2010-02-08 11:00:00,0.10099999999999999,1.0,1.21,-5.95,6.07,168.49
5340,2010-02-08 12:00:00,0.126,1.0,1.18,-5.88,6.0,168.69
5341,2010-02-08 13:00:00,0.152,1.0,1.76,-5.62,5.89,162.61
5342,2010-02-08 14:00:00,0.152,1.0,2.25,-5.34,5.79,157.16
5343,2010-02-08 15:00:00,0.126,1.0,2.62,-5.06,5.7,152.57
5344,2010-02-08 16:00:00,0.253,1.0,2.88,-4.82,5.61,149.11
5345,2010-02-08 17:00:00,0.22699999999999998,1.0,3.01,-4.66,5.54,147.15
5346,2010-02-08 18:00:00,0.20199999999999999,1.0,2.99,-4.61,5.5,147.04
5347,2010-02-08 19:00:00,0.20199999999999999,1.0,2.83,-4.69,5.48,148.93
5348,2010-02-08 20:00:00,0.20199999999999999,1.0,2.5,-4.88,5.48,152.92
5349,2010-02-08 21:00:00,0.177,1.0,2.01,-5.16,5.54,158.73
5350,2010-02-08 22:00:00,0.126,1.0,1.43,-5.4,5.59,165.15
5351,2010-02-08 23:00:00,0.10099999999999999,1.0,0.85,-5.46,5.52,171.1
5352,2010-02-09 00:00:00,0.076,1.0,2.0,-3.34,3.89,149.14
5353,2010-02-09 01:00:00,0.025,1.0,2.11,-3.07,3.72,145.45
5354,2010-02-09 02:00:00,0.0,1.0,1.48,-3.17,3.5,154.98
5355,2010-02-09 03:00:00,0.0,1.0,0.36,-3.49,3.5,174.05
5356,2010-02-09 04:00:00,0.0,1.0,-0.9,-3.74,3.85,193.55
5357,2010-02-09 05:00:00,0.10099999999999999,1.0,-1.95,-3.65,4.14,208.12
5358,2010-02-09 06:00:00,0.025,1.0,-2.52,-3.04,3.95,219.73
5359,2010-02-09 07:00:00,0.0,1.0,-2.78,-2.18,3.53,231.92
5360,2010-02-09 08:00:00,0.0,1.0,-2.97,-1.45,3.31,243.99
5361,2010-02-09 09:00:00,0.051,1.0,-3.3,-1.15,3.5,250.81
5362,2010-02-09 10:00:00,0.10099999999999999,1.0,-3.74,-1.21,3.93,252.04
5363,2010-02-09 11:00:00,0.051,1.0,-4.17,-1.48,4.42,250.49
5364,2010-02-09 12:00:00,0.025,1.0,-4.38,-1.88,4.77,246.83
5365,2010-02-09 13:00:00,0.051,1.0,-4.24,-2.03,4.7,244.45
5366,2010-02-09 14:00:00,0.076,1.0,-3.97,-1.96,4.43,243.71
5367,2010-02-09 15:00:00,0.051,1.0,-3.67,-1.78,4.08,244.1
5368,2010-02-09 16:00:00,0.025,1.0,-3.45,-1.63,3.81,244.72
5369,2010-02-09 17:00:00,0.0,1.0,-3.45,-1.67,3.83,244.22
5370,2010-02-09 18:00:00,0.0,1.0,-3.76,-1.99,4.25,242.09
5371,2010-02-09 19:00:00,0.025,1.0,-4.26,-2.46,4.92,240.06
5372,2010-02-09 20:00:00,0.076,1.0,-4.83,-2.86,5.62,239.35
5373,2010-02-09 21:00:00,0.051,1.0,-5.36,-3.06,6.17,240.26
5374,2010-02-09 22:00:00,0.076,1.0,-5.88,-3.08,6.63,242.37
5375,2010-02-09 23:00:00,0.253,1.0,-6.49,-3.0,7.15,245.17
5376,2010-02-10 00:00:00,0.379,1.0,-7.0,-3.61,7.88,242.73
5377,2010-02-10 01:00:00,0.455,1.0,-7.28,-3.35,8.01,245.32
5378,2010-02-10 02:00:00,0.53,1.0,-7.43,-3.11,8.05,247.26
5379,2010-02-10 03:00:00,0.505,1.0,-7.44,-2.95,8.0,248.35
5380,2010-02-10 04:00:00,0.53,1.0,-7.29,-2.94,7.86,248.02
5381,2010-02-10 05:00:00,0.505,1.0,-6.94,-3.17,7.62,245.47
5382,2010-02-10 06:00:00,0.556,1.0,-6.39,-3.67,7.37,240.15
5383,2010-02-10 07:00:00,0.53,1.0,-5.8,-4.32,7.23,233.34
5384,2010-02-10 08:00:00,0.556,1.0,-5.35,-4.94,7.28,227.29
5385,2010-02-10 09:00:00,0.48,1.0,-5.18,-5.42,7.49,223.71
5386,2010-02-10 10:00:00,0.48,1.0,-5.17,-5.83,7.79,221.59
5387,2010-02-10 11:00:00,0.53,1.0,-5.17,-6.31,8.15,219.33
5388,2010-02-10 12:00:00,0.48,1.0,-4.92,-6.75,8.35,216.12
5389,2010-02-10 13:00:00,0.53,1.0,-4.56,-7.51,8.79,211.24
5390,2010-02-10 14:00:00,0.32799999999999996,1.0,-3.81,-8.11,8.96,205.15
5391,2010-02-10 15:00:00,0.505,1.0,-2.82,-8.56,9.02,198.23
5392,2010-02-10 16:00:00,0.631,1.0,-1.78,-8.91,9.09,191.31
5393,2010-02-10 17:00:00,0.581,1.0,-0.89,-9.19,9.23,185.53
5394,2010-02-10 18:00:00,0.53,1.0,-0.29,-9.43,9.43,181.75
5395,2010-02-10 19:00:00,0.581,1.0,0.09,-9.61,9.61,179.48
5396,2010-02-10 20:00:00,0.732,1.0,0.36,-9.72,9.73,177.9
5397,2010-02-10 21:00:00,0.606,1.0,0.6,-9.73,9.75,176.44
5398,2010-02-10 22:00:00,0.455,1.0,0.79,-9.62,9.65,175.3
5399,2010-02-10 23:00:00,0.556,1.0,0.84,-9.37,9.41,174.85
5400,2010-02-11 00:00:00,0.505,1.0,1.2,-8.83,8.91,172.28
5401,2010-02-11 01:00:00,0.581,1.0,1.11,-8.42,8.49,172.52
5402,2010-02-11 02:00:00,0.379,1.0,0.99,-8.2,8.26,173.08
5403,2010-02-11 03:00:00,0.354,1.0,0.88,-8.1,8.15,173.78
5404,2010-02-11 04:00:00,0.278,1.0,0.81,-8.03,8.07,174.26
5405,2010-02-11 05:00:00,0.177,1.0,0.81,-7.89,7.93,174.13
5406,2010-02-11 06:00:00,0.177,1.0,0.91,-7.59,7.64,173.14
5407,2010-02-11 07:00:00,0.177,1.0,1.04,-7.22,7.3,171.8
5408,2010-02-11 08:00:00,0.126,1.0,1.1,-6.9,6.99,170.96
5409,2010-02-11 09:00:00,0.10099999999999999,1.0,1.03,-6.7,6.78,171.27
5410,2010-02-11 10:00:00,0.076,1.0,0.94,-6.55,6.61,171.85
5411,2010-02-11 11:00:00,0.025,1.0,0.97,-6.33,6.4,171.31
5412,2010-02-11 12:00:00,0.0,1.0,1.08,-5.1,5.21,168.05
5413,2010-02-11 13:00:00,0.152,1.0,1.96,-5.12,5.48,159.11
5414,2010-02-11 14:00:00,0.22699999999999998,1.0,2.77,-5.2,5.89,152.0
5415,2010-02-11 15:00:00,0.278,1.0,3.48,-5.31,6.35,146.78
5416,2010-02-11 16:00:00,0.253,1.0,4.03,-5.44,6.77,143.43
5417,2010-02-11 17:00:00,0.22699999999999998,1.0,4.36,-5.57,7.07,141.92
5418,2010-02-11 18:00:00,0.253,1.0,4.44,-5.68,7.21,142.01
5419,2010-02-11 19:00:00,0.253,1.0,4.38,-5.72,7.2,142.52
5420,2010-02-11 20:00:00,0.253,1.0,4.38,-5.62,7.13,142.05
5421,2010-02-11 21:00:00,0.32799999999999996,1.0,4.56,-5.37,7.04,139.67
5422,2010-02-11 22:00:00,0.32799999999999996,1.0,4.82,-5.09,7.01,136.57
5423,2010-02-11 23:00:00,0.379,1.0,5.02,-4.95,7.05,134.58
5424,2010-02-12 00:00:00,0.253,1.0,4.59,-4.37,6.34,133.63
5425,2010-02-12 01:00:00,0.253,1.0,4.28,-5.15,6.7,140.28
5426,2010-02-12 02:00:00,0.278,1.0,4.21,-5.57,6.98,142.94
5427,2010-02-12 03:00:00,0.278,1.0,4.31,-5.71,7.16,142.94
5428,2010-02-12 04:00:00,0.40399999999999997,1.0,4.54,-5.63,7.23,141.14
5429,2010-02-12 05:00:00,0.429,1.0,4.83,-5.4,7.24,138.18
5430,2010-02-12 06:00:00,0.354,1.0,5.13,-5.08,7.22,134.73
5431,2010-02-12 07:00:00,0.354,1.0,5.33,-4.77,7.15,131.83
5432,2010-02-12 08:00:00,0.581,1.0,5.32,-4.56,7.01,130.57
5433,2010-02-12 09:00:00,0.505,1.0,5.04,-4.49,6.75,131.67
5434,2010-02-12 10:00:00,0.48,1.0,4.67,-4.45,6.45,133.65
5435,2010-02-12 11:00:00,0.429,1.0,4.42,-4.29,6.16,134.15
5436,2010-02-12 12:00:00,0.40399999999999997,1.0,4.41,-3.94,5.91,131.74
5437,2010-02-12 13:00:00,0.379,1.0,4.32,-3.94,5.85,132.32
5438,2010-02-12 14:00:00,0.253,1.0,4.57,-3.74,5.9,129.27
5439,2010-02-12 15:00:00,0.177,1.0,4.99,-3.42,6.05,124.44
5440,2010-02-12 16:00:00,0.20199999999999999,1.0,5.36,-3.15,6.22,120.45
5441,2010-02-12 17:00:00,0.20199999999999999,1.0,5.43,-3.09,6.24,119.63
5442,2010-02-12 18:00:00,0.22699999999999998,1.0,5.04,-3.32,6.04,123.41
5443,2010-02-12 19:00:00,0.303,1.0,4.39,-3.64,5.7,129.7
5444,2010-02-12 20:00:00,0.253,1.0,3.75,-3.75,5.3,134.99
5445,2010-02-12 21:00:00,0.152,1.0,3.32,-3.46,4.8,136.19
5446,2010-02-12 22:00:00,0.051,1.0,2.98,-3.09,4.29,136.04
5447,2010-02-12 23:00:00,0.025,1.0,2.5,-3.04,3.93,140.56
5448,2010-02-13 00:00:00,0.0,1.0,3.4,-1.41,3.68,112.44
5449,2010-02-13 01:00:00,0.0,1.0,3.08,-1.8,3.57,120.23
5450,2010-02-13 02:00:00,0.0,1.0,2.08,-2.26,3.07,137.38
5451,2010-02-13 03:00:00,0.025,1.0,0.72,-2.72,2.81,165.13
5452,2010-02-13 04:00:00,0.0,1.0,-0.54,-3.03,3.08,190.1
5453,2010-02-13 05:00:00,0.0,1.0,-1.23,-3.03,3.27,202.04
5454,2010-02-13 06:00:00,0.0,1.0,-1.01,-2.65,2.84,200.87
5455,2010-02-13 07:00:00,0.0,1.0,-0.15,-2.16,2.17,184.0
5456,2010-02-13 08:00:00,0.0,1.0,0.95,-1.92,2.14,153.64
5457,2010-02-13 09:00:00,0.0,1.0,1.95,-2.17,2.92,138.1
5458,2010-02-13 10:00:00,0.0,1.0,2.75,-2.78,3.91,135.33
5459,2010-02-13 11:00:00,0.0,1.0,3.32,-3.5,4.82,136.49
5460,2010-02-13 12:00:00,0.0,1.0,1.65,-3.73,4.08,156.11
5461,2010-02-13 13:00:00,0.0,1.0,2.1,-3.82,4.36,151.21
5462,2010-02-13 14:00:00,0.0,1.0,2.51,-4.12,4.83,148.7
5463,2010-02-13 15:00:00,0.0,1.0,2.88,-4.57,5.4,147.79
5464,2010-02-13 16:00:00,0.0,1.0,3.21,-5.03,5.97,147.48
5465,2010-02-13 17:00:00,0.0,1.0,3.49,-5.38,6.41,146.99
5466,2010-02-13 18:00:00,0.0,1.0,3.73,-5.52,6.67,145.97
5467,2010-02-13 19:00:00,0.0,1.0,3.93,-5.61,6.85,144.95
5468,2010-02-13 20:00:00,0.0,1.0,4.12,-5.83,7.14,144.72
5469,2010-02-13 21:00:00,0.0,1.0,4.3,-6.32,7.64,145.75
5470,2010-02-13 22:00:00,0.0,1.0,4.4,-6.97,8.25,147.74
5471,2010-02-13 23:00:00,0.354,1.0,4.34,-7.64,8.79,150.4
5472,2010-02-14 00:00:00,0.48,1.0,4.7,-7.48,8.83,147.85
5473,2010-02-14 01:00:00,0.505,1.0,4.9,-7.83,9.24,147.97
5474,2010-02-14 02:00:00,0.48,1.0,5.26,-7.61,9.25,145.38
5475,2010-02-14 03:00:00,0.455,1.0,5.7,-7.0,9.03,140.86
5476,2010-02-14 04:00:00,0.505,1.0,6.13,-6.25,8.76,135.56
5477,2010-02-14 05:00:00,0.606,1.0,6.45,-5.63,8.56,131.09
5478,2010-02-14 06:00:00,0.631,1.0,6.59,-5.31,8.46,128.84
5479,2010-02-14 07:00:00,0.631,1.0,6.59,-5.16,8.37,128.05
5480,2010-02-14 08:00:00,0.7829999999999999,1.0,6.53,-4.96,8.2,127.23
5481,2010-02-14 09:00:00,0.758,1.0,6.46,-4.56,7.91,125.17
5482,2010-02-14 10:00:00,0.7070000000000001,1.0,6.44,-4.03,7.6,122.03
5483,2010-02-14 11:00:00,0.682,1.0,6.48,-3.52,7.37,118.54
5484,2010-02-14 12:00:00,0.505,1.0,6.11,-3.5,7.04,119.81
5485,2010-02-14 13:00:00,0.48,1.0,6.54,-3.15,7.26,115.75
5486,2010-02-14 14:00:00,0.505,1.0,6.58,-2.93,7.2,114.03
5487,2010-02-14 15:00:00,0.505,1.0,6.34,-2.79,6.93,113.7
5488,2010-02-14 16:00:00,0.354,1.0,6.01,-2.67,6.58,113.96
5489,2010-02-14 17:00:00,0.379,1.0,5.77,-2.55,6.31,113.86
5490,2010-02-14 18:00:00,0.455,1.0,5.74,-2.38,6.21,112.51
5491,2010-02-14 19:00:00,0.48,1.0,5.76,-2.05,6.11,109.57
5492,2010-02-14 20:00:00,0.429,1.0,5.61,-1.45,5.8,104.47
5493,2010-02-14 21:00:00,0.40399999999999997,1.0,5.16,-0.58,5.19,96.45
5494,2010-02-14 22:00:00,0.354,1.0,4.52,0.12,4.53,88.43
5495,2010-02-14 23:00:00,0.354,1.0,3.93,0.13,3.93,88.03
5496,2010-02-15 00:00:00,0.429,1.0,3.69,-1.21,3.88,108.19
5497,2010-02-15 01:00:00,0.455,1.0,3.57,-2.45,4.33,124.48
5498,2010-02-15 02:00:00,0.429,1.0,3.54,-3.27,4.82,132.66
5499,2010-02-15 03:00:00,0.455,1.0,3.61,-3.73,5.19,135.9
5500,2010-02-15 04:00:00,0.7829999999999999,1.0,3.78,-3.89,5.42,135.76
5501,2010-02-15 05:00:00,0.682,1.0,4.09,-3.8,5.59,132.9
5502,2010-02-15 06:00:00,0.455,1.0,4.53,-3.54,5.75,128.05
5503,2010-02-15 07:00:00,0.505,1.0,4.94,-3.2,5.88,122.95
5504,2010-02-15 08:00:00,0.581,1.0,5.14,-2.88,5.89,119.26
5505,2010-02-15 09:00:00,0.556,1.0,5.02,-2.66,5.68,117.91
5506,2010-02-15 10:00:00,0.505,1.0,4.67,-2.49,5.29,118.09
5507,2010-02-15 11:00:00,0.505,1.0,4.25,-2.31,4.84,118.46
5508,2010-02-15 12:00:00,0.48,1.0,3.99,-1.08,4.14,105.08
5509,2010-02-15 13:00:00,0.253,1.0,3.71,-1.24,3.92,108.48
5510,2010-02-15 14:00:00,0.152,1.0,3.63,-1.62,3.97,114.11
5511,2010-02-15 15:00:00,0.126,1.0,3.66,-2.11,4.23,119.92
5512,2010-02-15 16:00:00,0.076,1.0,3.71,-2.47,4.45,123.63
5513,2010-02-15 17:00:00,0.051,1.0,3.65,-2.44,4.39,123.85
5514,2010-02-15 18:00:00,0.051,1.0,3.4,-1.93,3.91,119.53
5515,2010-02-15 19:00:00,0.051,1.0,3.1,-1.35,3.38,113.54
5516,2010-02-15 20:00:00,0.025,1.0,2.89,-1.28,3.16,113.94
5517,2010-02-15 21:00:00,0.0,1.0,2.88,-2.1,3.56,126.02
5518,2010-02-15 22:00:00,0.0,1.0,2.93,-3.34,4.44,138.71
5519,2010-02-15 23:00:00,0.0,1.0,2.82,-4.34,5.18,147.04
5520,2010-02-16 00:00:00,0.0,1.0,3.03,-2.76,4.1,132.41
5521,2010-02-16 01:00:00,0.0,1.0,3.07,-2.95,4.26,133.77
5522,2010-02-16 02:00:00,0.0,1.0,3.28,-3.12,4.52,133.55
5523,2010-02-16 03:00:00,0.025,1.0,3.57,-3.25,4.82,132.3
5524,2010-02-16 04:00:00,0.0,1.0,3.86,-3.26,5.05,130.23
